  ,REVIEW SENTID,REVIEW SENT,REVIEW AUID,RESPONSE SENTID,RESPONSE SENT,RESPONSE AUID
3168994,50012753,We had a family room on the first floor which was large and spacious.,,80009913,"Best regards, Anne Anne O'Leary Operations Manager",
3168994,50012754,The only downside was when you flushed the toilet there would be an uneartly whine until the water filled in.,,,,
3168994,50012755,The beds are very comfortable and the staff are very friendly as one would expect.,,,,
3168994,50012756,It is rather old fashioned,,,,
3168994,50012757,but I like the character of the place.,,,,
3168994,50012758,The breakfast is delicious and you have a choice of fried or poached eggs made for you.,,,,
3168994,50012759,It is in an ideal location in the centre of town.,,,,
3168994,50012760,We shopped around and got the bed and breakfast cheaper on a 3rd party website which unfortunately the hotel couldn't match.,,,,
3168994,50012761,Next we go to Cork we will definitely be staying at the Imperial.,,,,
,,,,,,
3189350,50012770,Spacious and modern apartment - park view with norfolk pine trees ---SEP---,,80009920,Many thanks for taking the time to comment on your recent stay at Oaks Plaza Pier.,
3189350,50012771,This apartment seems larger than usual as you can close off the bedroom with sliding doors and watch TV in there.,80009921,80009921,We are pleased to hear that you found your apartment to be large with a good size balcony to take in the beautiful views.,
3189350,50012772,There is also a good sized balcony which catches the morning sun.,80009921,80009922,We hope to welcome you back again soon next time you are visiting Glenelg.,
3189350,50012773,"The kitchen is well-equipped with a dishwasher, microwave and oven and there is also a washer/dryer.",,,,
3189350,50012774,There are three restaurants downstairs (owned separately from the apartments so there is no room service).,,,,
3189350,50012775,"The pool is good, also, but quite cold.",,,,
3189350,50012776,As mentioned by other reviewers the staff are not friendly.,,,,
3189350,50012777,"The apartments are built on the beach, close to the Beachouse (full of fun for kids) and Jetty Road, the main shopping drag.",,,,
3189350,50012778,It's lovely to walk along the beachfront and if you are a history buff take a look at the Bay Discovery Centre in Molsley Square (Glenelg Town Hall - no entry fee).,,,,
3189350,50012779,The tram runs from Molsey Square straight into the city regularly.,,,,
,,,,,,
3174996,50012780,"Great skyline view, comfortable beds ---SEP---",,80009930,"Dear Fearless30792709540, Thank you for your review and for choosing One King West.",
3174996,50012781,This was possibly the most comfortable hotel bed I've ever slept on.,80009931,80009931,I am glad to hear that overall your experience was an enjoyable one and that our modern comfortable suites were instrumental in making your stay an enjoyable one.,
3174996,50012782,"Beware staying in a room on upper levels, while the view is beautiful, the elevators may mean you're waiting for quite a while, but just adjust your schedule on busy mornings and enjoy the view",80009933; 80009934,80009932,We strive to be the hotel our guests call home and it is always rewarding to hear that our efforts have been recognized and appreciated.,
3174996,,,,80009933,Thank you for letting us know about your experience with the elevators during your stay.,
3174996,,,,80009934,We are aware of this issue and are looking for ways to resolve it.,
3174996,,,,80009935,"Again, thank you for your review and I look forward to welcoming you back in the future.",
3174996,,,,80009936,"Regards, Steve O'Brien General Manager",
,,,,,,
3164910,50012790,Best place on the east coast!,,80009940,"HAHA, thanks nickw658, Sorry about testing your primate abilities, we're just launching the new lock system, and there's obviously been a few hiccups.",
3164910,50012791,---SEP---,,80009941,"Hopefully it didn't ruin your stay, I'll make sure Jolanta gets some love for making sure your stay was great.",
3164910,50012792,I checked into Base twice when I was Airlie Beach and greeted by the amazing Jolanta on both occasions who was a super helpful receptionist who went well out her way and beyond duties to help me on many occasions and make my stay comfortable.,80009941,80009942,"Hope the rest of your travels are amazing Cheers, Tom",
3164910,50012793,"Shed bar is an awesome atmosphere, the pool is lush, the rooms are the perfect temperature and the beds comfortable.",,,,
3164910,50012794,My only criticism is the locks.,80009940,,,
3164910,50012795,Getting in is like trying to defuse a bomb.,,,,
3164910,50012796,I felt like an Orangutan trying to finger paint... ask for a key card ;),80009940,,,
,,,,,,
3276077,50012800,Convienient ---SEP---,,80009950,"Dear hoperp, Thank you for taking the time to review our hotel following your recent stay with us.",
3276077,50012801,A modern easily accessable hotel adjacent to Heathrow T5.,,80009951,"I am thrilled to know that you enjoyed the convenience of our location, also you were impressed with our soundproofing despite the fact that we are connected to terminal 5 via a covered walkway.",
3276077,50012802,"No need to step outside, direct access by lift and dedicated walkway.",,80009952,"Thank you again for choosing the Sofitel London Heathrow, we look forward to welcoming you back in the near future.",
3276077,50012803,"Rooms were quite spacious, clean and very quiet no aircraft noises",80009951,80009953,"Yours Sincerely, James Berry – General Manager Sofitel London Heathrow",
3276077,50012804,despite the fact it is so close to the airport and T5.,80009951,,,
,,,,,,
3307946,50012810,Awful Experience with Front Desk Staff ---SEP---,,80009960,We apologize for the experience and the matter is being looked into and the staff will be corrected.,
3307946,50012811,I stayed here on business 6/24-6/25/2019.,,80009961,We do appreciate the feedback.,
3307946,50012812,It's budget hotel and my expectations weren't especially high,,,,
3307946,50012813,"so I didn't take issue with the super low-flow shower pressure, loud A/C or lukewarm breakfast buffet and coffee.",,,,
3307946,50012814,What drove me to write this review was the absolutely awful customer service I received from the front desk manager on the night of 6/24.,,,,
3307946,50012815,I dropped off laundry monday am and was told it would be back in my room 6-7pm.,,,,
3307946,50012816,When I returned at 7:30 it wasn't there,,,,
3307946,50012817,so I called down to the front desk and was told that they didn't have my clothes and I should call the dry cleaner.,,,,
3307946,50012818,"When I explained that she's the one who should call the dry cleaner, she hung up on me.",,,,
3307946,50012819,"After 3 unanswered calls to the front desk, she finally answered to tell me my clothes never went to the dry cleaner and they were at the front desk.",,,,
3307946,50012820,"When I was asked for an explanation as to why this happened, she told me that she would have to get back to me and hung up.",,,,
3307946,50012821,She never called me back and 5 calls to the front desk went unanswered before I had to go down to the front desk myself.,,,,
3307946,50012822,"At the front desk i was handed my clothes and offered no apology or explanation, in fact the front desk manager said absolutely nothing.",,,,
3307946,50012823,How do people like this get jobs in the hospitality business and how does Holiday Inn/IHG let them slip through the cracks?,,,,
,,,,,,
3190697,50012830,Location is horrible ---SEP---,,80009970,Thank you for taking the time to give us some feedback regarding your stay.,
3190697,50012831,We're here in Denver to attend a conference.,,80009971,I am sorry you were disappointed with our location.,
3190697,50012832,Downtown Denver is pricey so we stayed here for a more reasonable price.,,80009972,We are located in an industrial area right off the highway.,
3190697,50012833,"Long story short, pay the extra to stay elsewhere.",,80009973,"While it is not convenient for walking we are just 10-15 minutes from so many great places in Denver including Coors Field, Pepsi Center, Elitch Gardens, National Western Complex, Union Station and many more.",
3190697,50012834,This hotel is near NOTHING.,80009971; 80009973,80009974,"Compared to Downtown Denver's high hotel and parking prices, we are a great value.",
3190697,50012835,U can't walk to anything.,80009971; 80009973,80009975,We do offer our shuttle for guests that do not have a car.,
3190697,50012836,"Half of our room plugs don't work, lamp doesn't work, tap in kitchenette also doesn't work.",,,,
3190697,50012837,"Internet is painfully slow, like dial up kind of bad.",,,,
3190697,50012838,"There are a couple positives - they offer shuttle service to quite a few locations, including several places downtown and the airport.",80009975,,,
3190697,50012839,They also have a pool here.,,,,
3190697,50012840,"Aaaand, that's about it.",,,,
3190697,50012841,"If you're looking to find a reasonably priced hotel, search for hotels about 20 mins outside of the city but located in populated areas so that you have somewhere to eat or possibly shop.",,,,
3190697,50012842,Closest place to buy beer is a 20 min walk away.,,,,
3190697,50012843,"Having said all this, if you're driving here, these may not be as much of an issue, but for anyone flying here without a vehicle, definitely choose a different location.",,,,
,,,,,,
3299731,50012850,Staying at this hotel feels like staying with family!,,80009980,"DSav, You said you can't say enough positives about it - I'll give that two thumbs up!",
3299731,50012851,---SEP---,,80009981,A great review to read and it sounds like our staff went way above and beyond your expectations for your stay.,
3299731,50012852,My sisters and cousins held a reunion in Denver and stayed at this hotel.,,80009982,I'm very happy that you all had such a great time.,
3299731,50012853,We can't say enough positives about it!,80009980,80009983,"When it's your turn to plan the next reunion, I hope you'll pick us again!",
3299731,50012854,"The hotel shuttle from the airport was convenient, friendly, and on time.",,,,
3299731,50012855,The rooms were clean and well-maintained.,,,,
3299731,50012856,The breakfast buffet had better-than-average selections and a friendly staff that tried hard to please.,,,,
3299731,50012857,"Each day the management provided a reception from 5-7 with free beer, wine, soda, crackers, cheese, nibbles, and, one afternoon, hot hors doerves.",,,,
3299731,50012858,"The pleasant breakfast room always had fresh coffee, teas, and fruit, so when we weren't out on the town, our group enjoyed using it for cards and conversation.",,,,
3299731,50012859,"During our stay our rental car malfunctioned, and the staff pitched in with tools to try to fix the problem; when that didn't work, the staff pulled strings to expedite a replacement vehicle nearby.",80009981,,,
3299731,50012860,"Overall, we felt like like we were staying with family!",,,,
,,,,,,
3324675,50012870,nice place to stay ---SEP---,,80009990,Dear Phil T Thank you for taking the time to share your comments on Tripadvisor following your recent stay with us at the Sligo City Hotel.,
3324675,50012871,We stayed here by chance.,,80009991,We are delighted that you enjoyed your stay with us here and also that we were recommended to you.,
3324675,50012872,"We weren't planning on staying in Sligo, but the city's charm held us.",,80009992,We look forward to seeing you back with us very soon Trevor Canning General Manager,
3324675,50012873,"We asked where to find a clean, convenient, reasonably priced room and several people recommended this hotel.",,,,
3324675,50012874,"We were very pleased, and would stay here again.",,,,
,,,,,,
3193557,50012880,Bussiness ---SEP---,,80010000,"Thank you Shebusybee for your review, our apologies for the delayed response as we have been on a short break.",
3193557,50012881,The service here is always amazing.,,80010001,It has been our pleasure to welcome you and all of your staff to the Altitude for the past 4 years.,
3193557,50012882,We have stayed here four years running.,80010001,80010002,We look forward to welcoming you all back again next year.,
3193557,50012883,Consistent is the word for this Motel.,,80010003,Take Care and thank you again.,
3193557,50012884,"Always and still greeted with a smile, rooms utensil etc always clean.",,80010004,"Kind Regards, Bruce and mary",
3193557,50012885,You will not find fault here!,,,,
3193557,50012886,Even the sharp knives are sharp....you can slice your tomatoes no worries.,,,,
3193557,50012887,We stay in plenty of places and the knives are always blunt.,,,,
,,,,,,
3260662,50012890,Spa weekend ---SEP---,,80010010,"Dear Nead22, Thank you for taking the time to review our hotel and for your kind words with regards the hotel and décor.",
3260662,50012891,Fab hotel and fab decor.,80010010,80010011,I am delighted that you enjoyed your breakfast and dinner experience.,
3260662,50012892,We had lovley room with a nice view.,,80010012,I was disappointed to hear that you found that the 'make-up wasn't anything special' and that you found that your spa treatments were missing something.,
3260662,50012893,The breakfast and dinner was enjoyable.,80010011,80010013,I will make sure your feedback is passed onto the spa team .,
3260662,50012894,"We booked in for hair,make-up and spa treatments.",,80010014,"I do hope to welcome you back to the hotel , it has been completely refurbished since your last visit.",
3260662,50012895,The hair was lovley.,,80010015,Kind Regards John O'Malley,
3260662,50012896,The make-up wasn't anything special.,80010012,,,
3260662,50012897,The spa treatments were nice but out of 7 girls we all agreed it was missing something.,80010012,,,
3260662,50012898,We couldn't relax fully for some reason!,,,,
3260662,50012899,Would still stay here again but wouldn't use the spa facilities again,,,,
,,,,,,
3262772,50012900,Cold ---SEP---,,80010020,"Hello Ian, Thank you for visiting Mantra Lorne.",
3262772,50012901,"Room was cold and heater didnt work very well and was noisy all night, room was dirty and they couldnt tell us if we could park our car close to our room as there is limited parking around the rooms.",V80010021,80010021,"Your feedback has been shared with the team and will assist us in targeting areas for improvement, so thank you for sharing your experience.",
3262772,50012902,Was not very impressed,,80010022,Cheers Abraham,
,,,,,,
3263247,50012910,Facility was great.....food not so much ---SEP---,,80010030,"Hi Fred, Thank you, you contacted me directly and I have responded to you, again I am sorry that you were so disappointed.",
3263247,50012911,"We are annual visitors to LBLR, one of our favourite mini holiday destinations every year.",,80010031,"We will be pleased to welcome you back, on your next visit.",
3263247,50012912,"The usual creature comforts were at their usual high standard but, this trip, the food disappointed.",,80010032,"Best wishes, Tim Hackett",
3263247,50012913,"On Friday, 15FEB2019, dinner was inedible.",,,,
3263247,50012914,"Didn't have the heart to bother the server, a delightful young man from Oakville, who was a pleasure to deal with.",,,,
3263247,50012915,"Not sure who was chef that night, but my ling cod and shrimp were so oversalted that 3 bites was all I could manage.",,,,
3263247,50012916,"These seafood choices are subtly flavoured, requiring a deft touch with seasonings.",,,,
3263247,50012917,Dinner was a bust as a result.,,,,
3263247,50012918,My wife was less than enamoured with her food as well.,,,,
3263247,50012919,"We'll be back, but the great room may be for morning coffee and a newspaper.... dinner not so much.",,,,
3263247,50012920,"Fred Pinnock, North Vancouver",,,,
,,,,,,
3275265,50012930,"gorgeous dog-friendly boutique hotel, just remember your earplugs!!!",,80010040,"Dear TheFoodie8, Many thanks for taking the time to leave your review; all of your comments have been taken on board.",
3275265,50012931,---SEP---,,80010041,I'm very glad we were able to accommodate your dog on your family trip and I'm happy to hear that you enjoyed the location and decor of the hotel and the breakfast on offer.,
3275265,50012932,"I really recommend it as a hotel that allows dog, that was our priority, to find a nice mid-high range hotel that would allow dogs, and for that reason it fitted the bill.",,80010042,I'm very saddened to hear that you did not receive the high level of service from some of our staff that we usually pride ourselves on.,
3275265,50012933,"Our priority for this family trip was to bring our dog so we searched high and low for a hotel that allowed dogs, most of them were fully booked but luckily Abbey Hotel still had 2 rooms available.",80010041,80010043,I can only apologise; your issues have been raised and we will look to ensure that incidents like these do not happen again.,
3275265,50012934,The dogs are not allowed to stay on the top floor so if you bring a dog you will be given either a basement room or on 2nd and 3rd floor.,,80010044,I'm also sorry to hear that you lost sleep due to noise during your visit.,
3275265,50012935,"UNFRIENDLY FRONT OF HOUSE STAFF So apart from a staff member called Luke who assisted us with dog-friendly recommendations, most of the staff were pretty unfriendly.",80010042,80010045,We hope that you will come back and visit us again in the future and we hope to provide you with our usual better level of service next time.,
3275265,50012936,As you walked passed the reception they would be occupied amongst themselves and not really acknowledge you.,80010042,80010046,"Kind regards, Andrew Foulkes, General Manager",
3275265,50012937,When you did go up to ask a question they were quite blase about answering.,80010042,,,
3275265,50012938,They were generally fine but just don't expect 4-5* service from them.,80010042,,,
3275265,50012939,The least friendly and most abrasive was probably the female restaurant manager.,80010042,,,
3275265,50012940,"It wasn't quite the tone or attitude I would expect of someone manager a hotel restaurant, especially one that is popular like this one.",80010042,,,
3275265,50012941,DON'T FORGET EARPLUGS,,,,
3275265,50012942,"This is a hard one, it's just unfortunate that the building is very old (although nicely renovated and decorated), so you hear EVERY SINGLE footstep.",,,,
3275265,50012943,"Now we took 2 rooms, one on the top floor and one in the basement, and we all lost sleep due to the noises of people running up and down the stairs, walking through the hotel and through the lobby...",80010044,,,
3275265,50012944,This was quite a let down for us because apart from that the hotel is very well decorated.,,,,
3275265,50012945,Just be prepared with your earplugs I'd say.,,,,
3275265,50012946,The breakfast is quite worth getting it's £15 for a hot breakfast (I took the delicious full English breakfast),,,,
3275265,50012947,"and then there is the buffet with the usual suspects (croissants, fruit juice, fruit, yoghurt, ham, cheese).",,,,
3275265,50012948,GREAT LOCATION,,,,
3275265,50012949,"If you don't drive or prefer not to take the car, this is the perfect hotel as far as location is concerned.",,,,
3275265,50012950,"It's walking distance from the Roman Baths, all the shops and pubs too.",,,,
,,,,,,
3182065,50012960,"Escape into classy, luxurious indulgence ---SEP---",,80010050,Barbara - What a lovely review of your stay with us here at Terragong - your kind words are very much appreciated and we're so pleased to read that you had a memorable time with us!,
3182065,50012961,"The welcome from Simon and Darryl is warm and relaxed, you enter the lovely old home and find it alive and ravishing with gorgeous bedrooms, crips Italian sheets smelling of lavender and piles of pillows.",,80010051,We very much look forward to welcoming you back before too much time has passed :),
3182065,50012962,"Sumptuous living rooms of couches you never want to get out of, art and books to fill any moment, a verandah for tea time over looking gardens and lawns, a swimming pool to ease in followed by chilled wine and canapés.",,80010052,"Warmest regards, Simon (& Darryl)",
3182065,50012963,It was very hard to leave.,,,,
3182065,50012964,"Simon and Darryl, you have created a haven for us all.",,,,
3182065,50012965,Thank you.,,,,
,,,,,,
3218331,50012970,This is paradise ---SEP---,,80010060,"Aloha travel4martinis, We appreciate your five star review of our resort.",
3218331,50012971,Hilton Hawaian Village has all the amenities you need.,,80010061,Thank you so much for your great comments and advice.,
3218331,50012972,You could literally stay within the village your entire stay.,,80010062,We are so glad you enjoyed all of our amenities and the service of our wonderful team members.,
3218331,50012973,"There are an array of shops, restaurants and bars with live music.",80010062,80010063,Mahalo Nui Loa!,
3218331,50012974,The Luau was on the property as well.,,,,
3218331,50012975,A wide selection of delicious food and great entertainment .,80010062,,,
3218331,50012976,"The staff are friendly, polite and helpful.",80010062,,,
,,,,,,
3195816,50012980,Home away from home!,,80010070,"Hi Jeligen, We think our rooms are iconic.. just like Bondi beach..",
3195816,50012981,---SEP---,,80010071,I'm glad you noticed!,
3195816,50012982,QT Bondi has the best location right on Bondi Beach!,,80010072,"This is an excellent review, next time you come back i'll make sure you have more great things to say!",
3195816,50012983,The hotel rooms feel like spacious studio apartments equipped with any thing you would need.,,80010073,"Cheers, Oliver QT Bondi",
3195816,50012984,"Microwave, stove top, fridge, and washer and dryer!!!",,,,
3195816,50012985,They have a nice fitness center in the building and friendly knowledgeable staff.,,,,
3195816,50012986,I would t stay anywhere else but QT Bondi when visiting Sydney!,,,,
,,,,,,
3194991,50012990,Nomads Airlie Beach.,,80010080,Thanks for taking the time to leave us a review!,
3194991,50012991,---SEP--- 10/10 hostel would definitely recommend this to all other backpackers.,,80010081,We are stoked you enjoyed your stay with us and hope you come back and visit us again soon.,
3194991,50012992,Nice rooms and nice communal areas.,,80010082,Safe travels!,
3194991,50012993,The hostel isn’t loud but also plenty of stuff going on.,,,,
3194991,50012994,The hostel is situated right on the Main Street and only a 2 minute walk from the front.,,,,
3194991,50012995,All staff are really nice including Paola on the front desk.,,,,
,,,,,,
3314093,50013000,Great hotel!,,80010090,Mahalo for allowing us to host you and please hurry back soon!,
3314093,50013001,Convenient!,,80010091,BTW we are replacing all our ice machines with quieter and more energy efficient models with sports bottle filtered water dispensers.,
3314093,50013002,---SEP---,,80010092,Mahalo nui loa,
3314093,50013003,"My room was next to the ice machine, so late night guests using the machine woke me up.",80010091,80010093,Warmest Aloha and Ā hui hou kākou,
3314093,50013004,It was quite loud.,80010091,,,
3314093,50013005,Valet service was quick!,,,,
3314093,50013006,Location next to the mall was convenient.,,,,
3314093,50013007,Starbucks in the lobby was great!,,,,
,,,,,,
3217412,50013010,Excellent city stay ---SEP---,,80010100,"Dear Guest, Thank you for your outstanding review!",
3217412,50013011,"Great value for money stay would recommend to others.lovely friendly staff ,spacious rooms ,comfy larger than average bed.",,80010101,We are thrilled you enjoyed your stay and appreciate your recommendation.,
3217412,50013012,Central location.larger than average room within easy reach of all amenities thanks,,80010102,We hope you will choose to stay with us again in the future.,
3217412,,,,80010103,"Best Regards,",
,,,,,,
3251621,50013020,Extraordinary Experience ---SEP---,,80010110,"Dear Samara G, Thank you for staying with us here at the Chateau Victoria Hotel and sharing your wonderful comments with us!",
3251621,50013021,"The location is at the heart of DT Victoria, close to beautiful coast and parks.",,80010111,We are always so appreciative of comments like yours and it is truly rewarding to read that we provided such a memorable stay for our guests.,
3251621,50013022,"Rooms were well maintained and cozy comfortable 8.5/10 Service and the people there are so friendly and helpful, helped us with the area, land marks and made it the best vacation we ever had!",,80010112,We look forward to hosting you on your next visit back to Victoria.,
3251621,50013023,"11/10 Tip: if you're staying at this hotel, you must visit their restaurant on the top floor (service is amazing, food is delicious, view is breathtaking)",,80010113,"Best, Akshay Rai Marketing and Communications Specialist",
3251621,50013024,My husband and I highly recommend this hotel!!!,,,,
,,,,,,
3316922,50013030,our new favorite hotel ---SEP---,80010120,80010120,"Dear Will, we are all delighted to read that Villa Magdala has won such an important accolade!",
3316922,50013031,From the moment we arrived we were treated with great kindness and consideration.,,80010121,"thank you so much for taking the time to post such a kind review, we look forward to welcoming you back, Best wishes, Caroline",
3316922,50013032,The accommodation was excellent and the bed was the comfiest that we have experienced in a hotel.,,,,
3316922,50013033,"The staff were friendly and the breakfast was to die for, again the best that we have had in any hotel.",,,,
3316922,50013034,Terrific!!,,,,
,,,,,,
3231877,50013040,Great spot ---SEP---,,80010130,"Dear guest, Many thanks for taking the time to share your review of your recent stay.",
3231877,50013041,Hotel is located in an excellent position.,,80010131,"We are grateful for all feedback from guests, as it gives us the opportunity to improve all aspects of our hotel and provide feedback to our team.",
3231877,50013042,Easy walking to main shopping centre.,,80010132,I hope we can welcome you back to the hotel in the near future.,
3231877,50013043,You can take a nice horse and buggy ride as well.,,80010133,"Best regards, DoubleTree by Hilton Burlington Road Dublin Hotel Contact Details Main Telephone :",
3231877,50013044,Lots of great looking pubs with lively music.,,80010134,+353 ( 0) 1 6185600 General Hotel Email:,
3231877,50013045,Some great knits to choose from the Woollen Wholesale factory almost opposite the hotel.,,80010135,DUBBU_DT_HOTEL@hilton.com Reservation Email: DTDublinHotel.Reservations@hilton.com,
,,,,,,
3165969,50013050,Excellent place to stay ---SEP---,,80010140,"Dear Merran2019, Thank you for choosing to stay at Stamford Plaza Auckland.",
3165969,50013051,"The staff, the service and the accommodation could not have been better.",80010143,80010141,I appreciate you taking the time to share your experience.,
3165969,50013052,I would highly recommend the Stamford Plaza as a place to stay for both business and holiday accommodation.,,80010142,We take pride in creating Exceptional Experiences and I am delighted to read that your experience was just that.,
3165969,50013053,"Staff very courteous, friendly, and prompt.",80010143,80010143,"I am particularly pleased to read that you liked friendly service of our team, clean and spacious room with comfortable beds.",
3165969,,,,80010144,"Thank you again for taking the time to share your experience, the team and I truly look forward to once again welcoming you to Stamford Plaza Auckland soon.",
3165969,,,,80010145,"Kind regards, Clinton Farley General Manager",
,,,,,,
3261537,50013060,Not impressed!!,80010150,80010150,"Dear Guest, We're sorry to hear you were not satisfied during your stay with us.",
3261537,50013061,---SEP---,,80010151,"It was myself who came and checked the room after you advised there was a smoke smell, and I could smell it very faintly.",
3261537,50013062,We reserved a room with a crib as we had a baby with us.,,80010152,Most likely it had come in through the open window from someone smoking in the car parking area.,
3261537,50013063,First room we checked into smelled horribly of smoke.,80010151; 80010152,80010153,"The new room we gave you was just down the hall from the original, backing onto the car parking area once more (not an alley).",
3261537,50013064,We were then given a room at the back alley.,80010153,80010154,"In regards to the ramp, these are in place so that the housekeepers can navigate their supplies sufficiently through the hotel.",
3261537,50013065,We tried a third roomon the second floor.,,80010155,"These are easily pulled up and fastened against the wall, so that guests can safely proceed up and down the small flights of stairs.",
3261537,50013066,"Unlike other places we have stayed, the crib was not set up for us.",,80010156,"The ramps should always be in the upright position once housekeeping has finished for the day, so our sincere apologies for the issue you experienced with this.",
3261537,50013067,We had to go up a VERY steep makeshift platform to get to our room.,80010154; 80010155; 80010156,80010157,We are now looking at taking these out and changing our procedures for the housekeepers.,
3261537,50013068,"With a stroller,it was very dangerous because it was so steep.",,80010158,"Once again, we're very sorry for the issues you experienced, and hope you may give us another chance if you're ever visiting Banff in the future.",
3261537,50013069,NOT safe at all & should not be allowed.,,80010159,"Warm Regards, Laura Preston Front Office Manager",
3261537,50013070,We lost control of the stroller on the way down!,,,,
3261537,50013071,Its a good thing the baby was not in it!!!We were very disappointed and wanted to get out to enjoy Banff so did not complain but certainly will not be going back.,,,,
3261537,50013072,Safety is worth the extra to stay elsewhere and I cannot understand how this passes code for a hotel!,,,,
,,,,,,
3172530,50013080,Lovely clean place ---SEP---,,80010160,Thank you for the great review!,
3172530,50013081,This is my second time staying here.,,80010161,We have recently put brand new beds in each of our rooms so we love hearing positive feedback about them.,
3172530,50013082,The rooms are so clean and the bed is so comfortable.,80010161,80010162,We hope to see you back for another visit.,
3172530,50013083,Highly recommend.,,,,
3172530,50013084,Staff are always polite and friendly.,,,,
3172530,50013085,Room was quiet.,,,,
3172530,50013086,There is a supermarket across the road.,,,,
,,,,,,
3207998,50013090,"right next to the airport, friendly staff ---SEP--- Check in was smooth.",,80010170,I am pleased that you were satisfied with the service and accommodations here.,
3207998,50013091,The front desk was very friendly.,80010170,80010171,The team and I look forward to again hosting your stay during your visit in the Charlotte area.,
3207998,50013092,The room was clean.,80010170,,,
3207998,50013093,The breakfast was standard Hampton Inn.,,,,
3207998,50013094,"The breakfast area was busy, but things filled up quickly.",,,,
3207998,50013095,"There were three hot items (eggs, sausage, bacon or home fries).",,,,
3207998,50013096,"The hotel was really close to the airport, so you can definitely hear the airplanes flying over.",,,,
3207998,50013097,It was a little noisy for me.,,,,
3207998,50013098,And there were no restaurants in walking distance.,,,,
3207998,50013099,There is a gas station and 7-11 right next door.,,,,
,,,,,,
3165203,50013100,Best Rehoboth wedding retreat.,,80010180,Thank you for the response!,
3165203,50013101,---SEP---,,80010181,We encourage you to come back for a return visit so you can enjoy all those things you missed out on this time.,
3165203,50013102,We so enjoyed our stay at the Bell for.,,80010182,The Bellmoor is not the same without enjoying our spa or pools.,
3165203,50013103,"We did not have time to take advantage of the spa or pools but definitely, enjoyed the breakfast, shady outdoor areas, and convenience to the beach.",80010181; 80010182,80010183,We hope to see you soon.,
3165203,50013104,We look forward to returning.,,,,
