DOCID	REVIEW SENTID	REVIEW SENT	REVIEW AUID	RESPONSE SENTID	RESPONSE SENT	RESPONSE AUID
3181489	50011026	Walls are thin and you can here conversations in the room next to you.				
3181489	50011027	We didn't notice this the first night, as the motel wasn't as full as the next two nights.				
3181489	50011028	The breakfast was so so, we ate there one morning and that was enough for us.				
3181489	50011029	Front desk help was very courteous and helpful, made the trip worth it.				

3204763	50011030	Old and Tired ---SEP---		80011675	Good evening Deborah G, Thank you for giving your feedback for the Bahia Mar Doubletree by Hilton.	
3204763	50011031	The wing of this hotel across from the main high-rise is very old and tired.		80011676	We appreciate you highlighting several areas you were pleased with and we hope you will accept our apologies for the lack of satisfaction in the category of room accommodations.	
3204763	50011032	Tiny bathrooms that need to be updated.		80011677	Frequently trending topics continue to be the focus of our management team and the guest surveys are pivotal in helping us improve.	
3204763	50011033	No views unless you like looking at a parking lot.		80011678	Thank you for posting and have a nice day.	
3204763	50011034	On the other hand, the location is great with a walkway to the beach.		80011679	Emir	
3204763	50011035	the deli located here is first rate with a wide selection and friendly service.				
3204763	50011036	The restaurant in hotel has good food but service is very slow.				

3181019	50011040	Such Hospitality ---SEP--- There were four of us, two adults (Gramma & Mom) & two children (14 & 9).		80011680	Thanks for taking the time to write a review for us and all the kind things you mentioned.	
3181019	50011041	Very nice rooms and excellent breakfasts.		80011681	It always brings such joy to see multiple generations traveling together in harmony.	
3181019	50011042	Lisa & Frank are very hospitable.		80011682	Our Mac Kenzie suite does work well for families with its 2 adjoining rooms -2 queens plus one double and its private bathroom with shower.	
3181019	50011043	Beautiful yard which we were allowed to use for family photos.		80011683	We often get grandparents, parents and children over 5 are always welcome...but 5 not 6 is pretty much max for that suite.	
3181019	50011044	Television in every room with a good selection of movies to watch.		80011684	We often recommend if time and availability allows that groups book the entire bed and breakfast for a your special stay.	
3181019	50011045	Also access to wifi.		80011685	Maximum 9 people.	
3181019				80011686	Inquire anytime.	

3312689	50011050	Recommended ---SEP--- Good location, just a short walk into city center.		80011697	Dear Daydream26856491419 Wow!	
3312689	50011051	Clean and well appointed.		80011698	what a fabulous review - thank you so much!	
3312689	50011052	Staff very helpful.		80011699	We hope to see you again soon, Kind regards Freya Cunningham Assistant Front Office Manager	
3312689	50011053	Looked after my suitcases for a couple of days when I ventured away from Bath in between stays.				
3312689	50011054	I would highly recommend.				

3281979	50011060	Modern and fresh, good value ---SEP--- Modern and fresh, clean, attentive staff, good food, full breakfast.		80011700	I am delighted to hear we were able to impress you in so many ways during your stay with us!	
3281979	50011061	Mostly younger crowd and some families.		80011701	It's always a thrill to know you enjoyed our fantastic South Bank location.	
3281979	50011062	River views and close interaction with the riverside.		80011702	Thank you for taking the time to leave your feedback and we cannot wait to welcome you back!	
3281979	50011063	Small but substantial gym, good gym temperature.		80011703	Warm regards, Sergio	
3281979	50011064	Air conditioning easy to control.				
3281979	50011065	Elevators well designed.				
3281979	50011066	Excellent porter service.				
3281979	50011067	Easy to use internet.				
3281979	50011068	Modern electric sockets, including US, European and USB plugs, no need for adaptors.				

3262418	50011070	New favorite place ---SEP---		80011714	Thank you for your five star review.	
3262418	50011071	Super nice room.		80011715	We are so happy that you enjoyed our wonderful SouthPark location and spacious suites.	
3262418	50011072	We visit this city frequently but had become dissatisfied with our usual hotel.		80011716	Your kind words regarding our staff are very much appreciated.	
3262418	50011073	Have used Hilton and Doubletree recently so tried them.		80011717	We look forward to having you stay with us again!	
3262418	50011074	Glad we did.		80011718	Best, Joanie Kastl General Manager	
3262418	50011075	Room was clean and COOL.				
3262418	50011076	Staff very friendly and helpful				

3253039	50011080	Loved Every Minute ---SEP---		80011729	Dear Guest, Thank you for choosing Trump International Hotel and Tower Chicago and for taking the time to share your experience.	
3253039	50011081	The service was top notch.		80011730	I am delighted to read your high regards for our team, views and rooms.	
3253039	50011082	Whatever I needed, it arrived to my room in minutes.		80011731	We certainly look forward to welcoming you back in the near future.	
3253039	50011083	The views were perfect and the rooms were pristine.		80011732	Sincerely, Gabriel Constantin General Manager	
3253039	50011084	I was upgraded to a great room for a small inconvenience so I was very happy about that.				

3315095	50011090	Affordable Coolum getaway in picture perfect setting ---SEP---		80011743	Thanks for your kind feedback.	
3315095	50011091	Situated a short distance from the main shops at Coolum - The Point was the perfect location and setting to take the in-laws visiting from the UK.		80011744	We're so glad that you enjoyed your stay.	
3315095	50011092	Breathtaking ocean views from the bedrooms, combined with the soothing sound of the ocean to fall asleep to made for a pleasant stay.		80011745	We did our very best to get the master bed air-con unit back working late in the day and I'm sorry to discover that it continued to play up after I thought it fixed.	
3315095	50011093	Living room and kitchen were spacious - complete with modern fixtures.		80011746	There was definitely a larger issue with it as it is now being replaced.	
3315095	50011094	Lock up garage was an added bonus too and complimented the overall appeal and appreciation of the villa.		80011747	Hopefully your in-laws have already forgiven you (and us!)	
3315095	50011095	The only negative was the air-con in the master bedroom was faulty and despite friendly maintenance/management staff attempting to fix it - the unit still didn't work.		80011748	for their unexpectedly tropical Queensland adventure!	
3315095	50011096	It's only a minor problem, but in a bid to try and impress the in-laws - who were already struggling with the QLD summer heat and humidity - it wasn't ideal.		80011749	We'd love to welcome you and your fiancee back any time.	
3315095	50011097	Overall though, would definitely recommend to both tourists and locals alike and both the fiancée and I intend to visit again for a weekend away in the near future.				

3326213	50011100	Great place ---SEP---		80011750	I appreciate your feedback.	
3326213	50011101	We really enjoyed our stay there.		80011751	We will continue our efforts for better customer care.	
3326213	50011102	The staff was really great and very helpful.		80011752	Thank you.	
3326213	50011103	Close to shopping and to the restaurants.				
3326213	50011104	The breakfast was good.				
3326213	50011105	I am going to be staying there again when I go back.				
3326213	50011106	🙂				

3228724	50011110	back for N800 ---SEP--- returned to this Motel.		80011763	Hiya, We are glad you enjoyed your stay with us.	
3228724	50011111	They have hot pools to soak in after a long cool day.		80011764	Thank you for your feedback.	
3228724	50011112	only down side with the unit we had was the bedroom above had creaky floor boards and were really annoying.		80011765	As new owners we welcome your suggestions on how we can improve your stay and will be looking into what we can do to solve the issue you had.	
3228724	50011113	couple of areas in the bathroom were in need of attention but we enjoyed our stay and will be back.		80011766	We are doing up the property over time and look forward to seeing you back here again soon.	

3302854	50011120	Perfect city centre pad ---SEP--- Stayed for one night.		80011777	Dear Jazlin C Thank you for the wonderful review.	
3302854	50011121	Great accommodation.		80011778	I am pleased to hear you enjoyed your stay and will be sure to pass on your kind words to our reception team.	
3302854	50011122	Clean and good standard.		80011779	We look forward to seeing you again soon at any of our fantastic aparthotels situated in Newcastle, Chester, Nottingham, Manchester and London Stratford.	
3302854	50011123	Really spacious....		80011780	Kidn Regards James C Assistant Hotel Manager	
3302854	50011124	great to have a seating area not just a bed.				
3302854	50011125	Really fall ross, quiet at night.				
3302854	50011126	Front desk staff friendly and helpful.				
3302854	50011127	Awesome breakfast next door.				
3302854	50011128	Highly recommended!!!				

3170159	50011130	Very good ---SEP---		80011791	Thank you for taking the time to share your experiences with us, Stewart-Little53!	
3170159	50011131	The one bedroom apartment was well appointed and had a good view over the harbour.		80011792	It's always a pleasure to see that we were able to provide you with a well-appointed luxury suite for your visit to Sydney!	
3170159	50011132	My one gripe had to do with the lifts and that was that they were very slow.		80011793	Our suites certainly do feature some phenomenal views over the iconic harbour, so we are pleased you had been able to enjoy it!	
3170159	50011133	This is probably because there is still work going on to finish a couple of floors and maybe a couple of the lifts aren't working at the moment - or have been tied up by construction crews.		80011794	Kind regards, Amanda H Online Reputation Team	
3170159	50011134	Whatever the reason this is a small gripe as I said and if it comes good when the other floors are opened up then everything will be great.				

3168524	50011140	Peace and Quiet in the South West ---SEP---		80011805	Your great review really fits the bill, too Emma C, and I think you've pretty much said it all.	
3168524	50011141	If it's a peaceful, quiet weekend away you need, then Inn the Tuarts really fits the bill.		80011806	And it's certainly true, that what more of our guests love than just about anything else, is the peace and quiet escape from all the busy, busy of modern life.	
3168524	50011142	The accommodation is set in the tranquility of the Tuart forest, far enough away from roads to hear any traffic, and yet still only 5 minutes drive from Busselton Town Centre.		80011807	Thank you so much for your generous comments about the facilities, staff, rooms, beds and the breakfast, all of which are important, of course and we are committed to continuous improvement and upgrades, but there's not a lot we can add to the majestic old Tuart trees, some hundreds of years old, the local birds and kangaroos and the tranquillity of the semi-rural, forest setting which is, as you point out, only around 5 minutes from the all the shops, cafes, pubs, restaurants, etc in Busselton town.	
3168524	50011143	The facilities are excellent and the staff give a warm welcome.		80011808	Do come back again, soon, we love it when our friends return.	
3168524	50011144	Th rooms are immaculate, the beds are comfortable and the breakfast is magnificent!		80011809	All the best, Pete and Suzanne	
3168524	50011145	We thoroughly recommend this venue.				

3222106	50011150	August 2016 stay at Travelodge Cardiff Atlantic Wharf ---SEP--- Clean hotel.		80011810	Thank you for submitting your feedback.	
3222106	50011151	Conveniently located for Cardiff Bay and the Doctor		80011811	We can kindly confirm our Cardiff Atlantic Wharf hotel does not offer twin room accommodation.	
3222106	50011152	Who experience.		80011812	We're pleased you found our hotel to be clean and conveniently located for your adventures round the area.	
3222106	50011153	Good parking.		80011813	It's also great to hear you thoroughly enjoyed our bar/cafe breakfast choices.	
3222106	50011154	Friendly staff.		80011814	Thanks again for taking the time to review our hotel, we do hope to see you again in the future.	
3222106	50011155	Great breakfast range.				
3222106	50011156	However, we asked for a twin room, and they gave us a double.				
3222106	50011157	Twice our key card was disconnected.				
3222106	50011158	And also, they were advised when we booked that it was one of our party's birthday.				
3222106	50011159	The hotel did nothing.				

3190896	50011160	Exemplary customer service ---SEP---		80011825	Thank you for taking the time to comment on your recent stay with us.	
3190896	50011161	It is now 2 years that I have been staying in hotels on business in Leeds		80011826	I am pleased to read that you find the staff of a high standard and put our customers first.	
3190896	50011162	and I think I have tried them all.		80011827	I look forward to welcoming you back again in the near future.	
3190896	50011163	The Rad Blu gets my vote on most criteria but above all the quality of its staff.		80011828	Regards Valerie Donaldosn General Manager	
3190896	50011164	They are professional, friendly and really helpful.				
3190896	50011165	They are always looking for ways to make your stay more convenient whether it be remembering your name to making sure that any bags you leave with them are waiting for you in your room.				
3190896	50011166	Particular stars are Brinda, Dan and Joy.				
3190896	50011167	Thanks team for making the hotel my home from home.				

3304421	50011170	Marcus is the man!		80011839	Dear The nightmares, Thank you so much for taking the time to write such a wonderful review about your recent stay at the Sheraton Tampa Riverwalk Hotel.	
3304421	50011171	---SEP---		80011840	The entire staff was so pleased to hear how much you enjoyed the above and beyond service that Marcus from our Valet Department provided for you and your daughter during the recent Florida Bar Exam.	
3304421	50011172	While the rooms were underwhelming, and there were issues with the reservation, Marcus was awesome.		80011841	We are fortunate to have him as part of our staff as Marcus has been a member of the Sheraton Team for a very long time.	
3304421	50011173	He is the most helpful, kind associate at the hotel.		80011842	Starting in July, the hotel will be undergoing a major renovation which includes new bedding, all new guestroom furniture, carpeting, artwork, lamps, new windows and new sliding glass doors.	
3304421	50011174	From the minute he met us, he was funny and willing to help us in anyway.		80011843	Our corridors and the lobby will be renovated as well.	
3304421	50011175	It was when he saw my daughter start to panic (she was taking the bar exam and the room was wrong) that he went above and beyond.		80011844	In addition our pool area will receive all new pavers and we are also building a large outdoor Pool Bar for our guest to enjoy on those warm and sunny afternoons.	
3304421	50011176	He not only got us set up in a more spacious room, but also got us the balcony that we had been promised in the original reservation (the room we were given did not have a balcony).		80011845	On behalf of the entire Sheraton Team, we thank you for your business and we hope to welcome you back in the very near future.	
3304421	50011177	The staff is general were kind, but Marcus was outstanding.		80011846	Warm Regards, Maryann White, General Manager	
3304421	50011178	The rest of our stay was made better by the kindness of this man.				

3322377	50011180	Highpoint of a road trip ---SEP---		80011857	Good Afternoon DB1939, Thank you for sharing your recent experience at The Grampians Motel and The Views Restaurant.	
3322377	50011181	Grounds with lots of open green space (and a kids' playground), an overwhelming view of nearby crests and pinnacles, a perfectly comfortable room, an unexpectedly fine dinner (and convenient breakfast) at the onsite restaurant, persistent visits by kangaraoos, emus, and sulphur-crested cockatoos: not (to say the least) what this holiday traveller is accustomed to.		80011858	Its always pleasing to read positive feedback like yours.	
3322377	50011182	But exactly what he deserves.		80011859	It reinforces that what we do here is great and helps us understand that we are on the right path with what we provide each and every guest.	
3322377				80011860	We look forward to the next time we can host you at the motel!	
3322377				80011861	Regards, Andrew Damm Motel Manager	

3171423	50011190	The Property Is Beautiful		80011872	Thank you so much for taking the time to post a review on Trip Advisor.	
3171423	50011191	But...Worst Hyatt In The USA!		80011873	I am disappointed that your visit with us was not as pleasant as we all would have liked.	
3171423	50011192	---SEP---		80011874	Your feedback is appreciated as it allows me to perfect our service moving forward.	
3171423	50011193	Like the title of my review says the outside part of the hotel is beautiful.		80011875	Please accept our sincere apologies for the inconsistent service you received during your experience with us.	
3171423	50011194	The landscaping is plush.		80011876	Thank you for your time to review the property, and we hope that we can rebuild your trust in us so if your travels bring you back to the Fort Lauderdale area please contact me directly so that I may assist you with your accommodations.	
3171423	50011195	The pools are breathtaking and the grass is uber green.		80011877	All the best Glenn Spanier General Manager Haytt Regency Pier 66 glenn.spanier@hyatt.com 954-525-6666	
3171423	50011196	Everything about the hotel on the outside is beautiful.				
3171423	50011197	DO NOT LET THE LOBBY AND THE LANDSCAPING FOOL YOU!				
3171423	50011198	If you notice one thing 90% of the reviews of this hotel are good and posted by people who have only ever posted one review.				
3171423	50011199	That is something to be skeptical about to begin with.				
3171423	50011200	Notice that most of the negative reviews are posted by people who use tripadvisor alot.				
3171423	50011201	Something to think about!				
3171423	50011202	We got this hotel thru the name your own price feature thru Priceline so we were stuck with it.				
3171423	50011203	My boyfriend and I decided to go on a romantic trip at a local hotel as we live in ft lauderdale.				
3171423	50011204	Having never been to this hotel we figured it would be nice because its a Hyatt.				
3171423	50011205	Boy we were in for a rude awakening!				
3171423	50011206	The first room they put us in smelled very moldy and was disgusting.				
3171423	50011207	As I said my boyfriend and I wanted a romantic weekend, they only had rooms with doubles.				
3171423	50011208	Why hotels in 2011 put doubles in rooms and not queen beds is beyond me.				
3171423	50011209	The room also had the nosiest AC unit I have ever heard.				
3171423	50011210	It was like an upgraded Motel 6 room.				
3171423	50011211	"We told management about the room being displeasing and they ""upgraded"" us complimentary to a different room type."				
3171423	50011212	It was in fact a little nicer but the air conditioning did not work at all.				
3171423	50011213	The room had a beautiful view of the pool but the AC not working in the room caused alot of problems.				
3171423	50011214	The room was supposed to have a fridge, you can tell because of the furniture had a fridge space, when u open the door it was empty with a big hole in the back of it.				
3171423	50011215	"When requested a fridge they ""ran out""."				
3171423	50011216	Well they should of been in the rooms to begin with.				
3171423	50011217	My boyfriend and I really wanted to stay so that we could have a romantic evening but decided the plush landscaping wasnt worth a room with no AC and checked out.				
3171423	50011218	Management was completely unapologetic and could care less.				
3171423	50011219	This hotel is the reason I will never use a Priceline name your own price feature ever again.				

3278461	50011220	High tea still needs improving!		80011888	Dear Lauren H, Thank you very much for choosing Chateau Tongariro for your recent stay and for taking the time to leave a review of your experience.	
3278461	50011221	---SEP---		80011889	It is regretful and we are deeply disappointed that your experience with us was not so pleasant and we sincerely apologize for that.	
3278461	50011222	My boyfriend and I booked for high tea.		80011890	While we wish you had better experience with us it is feedback like this which gives us the opportunity to improve our services for future guest.	
3278461	50011223	The setting is beautiful, with views overlooking Mt. Doom, and the service is good (particularly our server, Donald).		80011891	We have shared your feedback with our concerned Head of departments who undoubtedly will work upon your constructive feedback to improve services for our future guests.	
3278461	50011224	Unfortunately the afternoon tea itself is very disappointing.		80011892	"On a positive not e we are pleased that you enjoyed the service provided by our staff especially ""Donald' who will be delighted to hear your feedback."	
3278461	50011225	The portion sizes are very small (in particular the scones are two small mouthfuls - picture is portion for two) and the savouries were somewhat bland.		80011893	We appreciate your valuable feedback and look forward to welcome you again.	
3278461	50011226	Further, the egg sandwich barely had any filling and tasted like it had just come out of the fridge!		80011894	Best Regards	
3278461	50011227	Overall very disappointing for $45/pp.				

3225927	50011230	Lives up to it's excellent ratings!		80011905	Dear Aaron, thank you for your kind review of our Homewood Suites in downtown Denver.	
3225927	50011231	---SEP--- Wanted a special place to stay over Christmas with my family and chose this hotel based on it's solid ratings.		80011906	I shared your review with our team to recognize their efforts in providing 5-Star service to our guests.	
3225927	50011232	It did not disappoint us and exceeded what we expected!		80011907	We look forward to serving you again in the future.	
3225927	50011233	Everything here is top notch.				
3225927	50011234	From the very friendly and helpful service to the hotel itself.				
3225927	50011235	The complimentary meals were both delicious and some of the most varied I have seen from a hotel.				
3225927	50011236	Location is great if wanting to walk over to the 16th Street Mall, Denver Convention Center, or Denver Pavilions.				
3225927	50011237	The lobby is very spacious with lots of places to sit.				
3225927	50011238	Eating area is also spacious and accommodating.				
3225927	50011239	We were in a mountain view suite and very, very pleased with the room.				
3225927	50011240	One could easily feel at home here with its nice layout and convenient amenities.				
3225927	50011241	Design of rooms are contemporary and show no signs of wear and tear.				
3225927	50011242	Pool area is nice and well kept.				
3225927	50011243	Fitness area is larger than most hotels.				
3225927	50011244	Elevators are fast and rarely is it more than a 15 second wait for one.				
3225927	50011245	Only at 5-Star hotels have I encountered where each and every hotel staff member is friendly, helpful and greets you.				
3225927	50011246	This is a first outside of a 5-Star resort I can say this about.				
3225927	50011247	They made our Christmas extra special!				
3225927	50011248	Thank you!				

3204840	50011250	Great Service ---SEP---		80011918	Thank you for your five-star review of our Embassy Suites!	
3204840	50011251	Great stay at the Embassy Suites.		80011919	We always try and accommodate our guests at any hours of the day, so it is great to hear that you were able to get settled into your room right away.	
3204840	50011252	When I arrived, there was a large group departing and at first, it was difficult to locate a room for early check-in.		80011920	Please come back and be our guest for your next visit to Denver!	
3204840	50011253	However, one of the managers on duty (this was Tue morning around 10 AM) jumped in and got me checked in almost immediately.				
3204840	50011254	She was extremely helpful and friendly; I wish I had gotten her name for this review!				
3204840	50011255	I also ordered room service twice and was greeted by a very friendly and prompt Bridget, each time.				
3204840	50011256	Great hotel!				

3281432	50011260	Girls Weekend Getaway ---SEP---		80011931	Your review will be shared amongst all the team at Travelodge Hotel Sudbury.	
3281432	50011261	Our experience at this hotel was great from start to finish.		80011932	We are happy you enjoyed your stay and took advantage of our Perkins Restaurant.	
3281432	50011262	The day before I received an email offering an option to 'check in'.		80011933	We look forward to seeing you again.	
3281432	50011263	It was quick and easy to let them know roughly when we would be arriving, special instructions, and request where we wanted out room.		80011934	Stewart Marr General Manager	
3281432	50011264	We could have upgraded if we wanted.				
3281432	50011265	When we arrived, everything was ready.				
3281432	50011266	I showed ID and literally everything was ready.				
3281432	50011267	The room was clean, and modern for the most part.				
3281432	50011268	Our floor had an ice machine and pop machine, as well as some snacks we available at the front desk area for a reasonable price (some places are ridiculous).				
3281432	50011269	Front desk staff were friendly and professional no matter what time of day we saw them.				
3281432	50011270	Pool and hot tub area was nice, although I found the hot tub a bit hotter than I prefer.				
3281432	50011271	It was still very relaxing and clean.				
3281432	50011272	You'll have to ask for towels, as they don't have them in the pool area.				
3281432	50011273	We ate breakfast at Perkins, attached to the hotel.				
3281432	50011274	It was DELICIOUS!				
3281432	50011275	Very very well priced, huge portions, so many choices.				
3281432	50011276	I highly recommend eating there.				
3281432	50011277	Internet connection was the best I've had at any hotel.				
3281432	50011278	Overall we had an amazing weekend and absolutely our stay here was part of what made it so wonderful.				
3281432	50011279	Thank you!!				

3319815	50011280	Deer Park Motel Value ---SEP--- Great spot.		80011945	Hi emaci, Thank you very much for taking the time to review us.	
3319815	50011281	Clean, large rooms, friendly hosts who go beyond the call of duty.		80011946	We are glad that you enjoyed our friendly hospitality and the interaction with our friendly deer herd.	
3319815	50011282	Deer fed twice a day-		80011947	While we are only 5 minutes away from the city centre by car and just off the New England Highway our guests do enjoy the quiet location.	
3319815	50011283	that's a bonus, especially for kids.		80011948	It is great to see that the addition of the dining room for dinner and breakfast is so well received by our guests.	
3319815	50011284	Quiet location.		80011949	We hope we can welcome you back on your next trip through Armidale.	
3319815	50011285	Restaurant available for breakfast and dinner.		80011950	Best regards, Jason & Sebastian	

3313597	50011290	Not as good as it sounded ---SEP--- not a very user friendly experience.		80011961	Dear H5360DNalisonm, Thank you for sharing your feedback with us.	
3313597	50011291	Did not realise at time of booking it was valet parking and a cost per day.		80011962	I am disappointed to hear that your stay did not meet expectations; for this please accept my sincerest apology.	
3313597	50011292	I would not stay here again.		80011963	H5360DNalisonm, most CBD hotels do charge for secured Valet Parking and I am sorry to know that this would prevent you from returning.	
3313597	50011293	certainly not value for money .		80011964	I am very however excited to report that we have completed works on 1 of the elevators and this is already making a huge difference.	
3313597	50011294	This hotel is located in a very good spot in the city.		80011965	I understand and apologize for the inconvenience caused by this upgrade and assure you that this was urgently required.	
3313597	50011295	I would like to have been told before hand that there was only one lift working as this just took forever to get anywhere.		80011966	I respect that you have a choice and hope you will choose to stay with us in future.	
3313597				80011967	Sincerely, Sid Bhatia General Manager	

3216019	50011300	Romance package ---SEP---		80011978	Thank you for your recent review of Hotel on Devonport.	
3216019	50011301	My wife and I stayed here for 1 night for our 1st anniversary.		80011979	We were delighted to hear you were happy with the room and our service.	
3216019	50011302	We booked the room and then paid an additional $70 for the romance package.		80011980	Thank you also for your feedback with regards to the bed, we are delighted to advise we are currently in the process of upgrading the beds in all of our rooms.	
3216019	50011303	This included a bottle of bubbles, 2 chocolates, a small teddy bear, cooked breakfast and a late check out (12pm).				
3216019	50011304	When we arrived we were greeted by friendly staff.				
3216019	50011305	We got up to our room and they had put (fake) rose petals on the floor and bed.				
3216019	50011306	A little while later we were delivered our bottle of bubbles and our complementary glass of wine and chips.				
3216019	50011307	The room was to a high standard and very clean.				
3216019	50011308	The bed wasn't that comfortable and the 1 pillow we had each was worse.				
3216019	50011309	The cooked breakfast was very nice.				
3216019	50011310	My biggest complaint was not having any milk in the fridge for a morning coffee.				
3216019	50011311	Oh, and the cleaners trying to get into our room half an hour before check out while I was getting dressed after getting out of the shower.				
3216019	50011312	You also have to pay an extra $10 for parking which I thought was a bit on the nose.				

3174710	50011320	Amazing!		80011991	That's awesome Kaleigh S....	
3174710	50011321	---SEP---		80011992	thank you so much for the kind comments.	
3174710	50011322	I have been to many many many hotels around the world and by far this one tops the cake.		80011993	Our team loves reading reviews like this one.	
3174710	50011323	The reason it was so amazing was the service.				
3174710	50011324	I felt as if this is how you are supposed to be treated when paying for a place to stay either on vacation or at work.				
3174710	50011325	The staff were amazing!				

3169336	50011330	Wagner Hotel ---SEP--- Best hotel in Manhattan...		80012004	Thank you for the great rating and recommendations James M!	
3169336	50011331	David and Mohamed at the front desk always make it perfect!		80012005	We're thrilled you had a great stay with us!	
3169336	50011332	This is hotel is always first choice when we stay in Manhattan.		80012006	It's wonderful you appreciated our excellent facilities and service.	
3169336	50011333	We highly recommend it.		80012007	We look forward to hosting you again in the near future for an even more positive and luxurious experience.	
3169336	50011334	And I would always ask for David and Mohamed when you check in.		80012008	Best Regards, Alex Spektor Managing Director	

3265711	50011340	Fabulous! ---SEP---		80012019	Thank you for your five-day stay with us.	
3265711	50011341	For our girlfriend's outing we chose the Four Seasons because of its excellent location and stellar reputation.		80012020	Our corner suites are probably the most popular room type, so I'm glad you enjoyed the views.	
3265711	50011342	We were not disappointed.		80012021	We are definitely a busy hotel--in the heart of downtown's thriving theater and convention district--and our meeting spaces and bar reflect the hub-bub of excitement.	
3265711	50011343	Our 5 days there were fabulous.		80012022	We appreciate you taking the time to provide feedback and for your five-star rating!	
3265711	50011344	We were warmly welcomed the minute we stepped out of the cab.		80012023	Sincerely, Jim Guttau Director of Public Relations	
3265711	50011345	The staff was very friendly and helpful with everything we needed.				
3265711	50011346	We were upgraded to a wonderful corner suite with expansive windows that gave us an enthralling view of the city and the Colorado foothills.				
3265711	50011347	The room was clean and inviting.				
3265711	50011348	A fruit basket arrived soon after.				
3265711	50011349	(One of our party stays at the Four Seasons whenever she is in town).				
3265711	50011350	We requested a rollaway because we were a group of 3.				
3265711	50011351	I've never slept on a more comfortable rollaway.....it supplied all the comforts of a conventional bed.				
3265711	50011352	The housekeeping staff was very willing to give us extra coffee, etc.				
3265711	50011353	whenever we asked.				
3265711	50011354	And the sinks light up at night, giving off a soft glow for nighttime wanderings.				
3265711	50011355	One small glitch: on our last day there, our room hadn't been cleaned by 3:30.				
3265711	50011356	We learned that we could have requested early room make-ups when we checked in.				
3265711	50011357	The hotel was very busy, seeming to host a conference every day.				
3265711	50011358	And yes, the bar during Happy Hour was quite crowded and noisy......pretty much what one would expect.				
3265711	50011359	A recent reviewer was very dissatisfied with her stay, giving an overall rating of one star.				
3265711	50011360	"She claimed that the ""love, love"" reviews were bogus.....they are NOT!"				
3265711	50011361	This review is very, very real.				
3265711	50011362	And yes, I love the Four Seasons Denver and highly recommend it to everyone staying in downtown Denver.				

3247141	50011370	Very poor for the price ---SEP---		80012034	Dear Guest, Thank you for providing us with your feedback regarding your recent stay with us here at Jurys Inn Leeds.	
3247141	50011371	The hotel entrance and foyer give the appearance of a higher class hotel.		80012035	Firstly, may I offer my sincerest apologies for the issues you experienced during your stay at our hotel.	
3247141	50011372	How missleading that is.		80012036	This is not the normal standard which we strive to deliver at Jurys Inn Leeds and it is disappointing that we failed to meet your expectations on this occasion.	
3247141	50011373	The rooms are clean but the heating was so incredibly loud and innefective.		80012037	I can assure you that we take our guest’s comments very seriously as we strive to continuously improve the service of the hotel.	
3247141	50011374	It was very cold and impossible to sleep with the heating on due to the excessive load.		80012038	I can assure you that the issues that you have highlighted with be brought to the attention of the team and management so that they can be addressed.	
3247141	50011375	Breakfast was expensive and we had to wait for an age for a table, cutlery, food etc.		80012039	Whilst I realise that the hotel did not meet your expectations on this occasion, I hope that you will accept this apology in good faith and in the sincerity with which it is intended.	
3247141	50011376	Horrendous		80012040	I hope that the problems you have had during your stay will not deter you from using Jurys Inns again and I look forward to welcoming you back to the hotel in the future.	
3247141				80012041	Kind Regards Sabine Kurina Food and Beverage Manager	

3317378	50011380	Great hotel for the price ---SEP---		80012052	Kia ora Camper50070113265, Many thanks for sharing your positive feedback with us.	
3317378	50011381	I looked for a budget hotel because I was only sleeping there- early morning flight.		80012053	Kind regards	
3317378	50011382	But I was so impressed.				
3317378	50011383	It was so much more than I was expecting.				
3317378	50011384	Beautiful room, small but perfect, the food was good, and not expensive, and the bar had a happy hour.				
3317378	50011385	Would definitely stay again				

3171987	50011390	Great stay ---SEP--- Had a fantastic stay.		80012064	Dear Guest Thank you very much for taking the time to share your review your experience at the Mercure Glasgow City hotel.	
3171987	50011391	Room was spotless, staff were friendly breakfast was great everything you could think off to eat and great quality not like some of the breakfasts I have had at other hotels.		80012065	I was very pleased to hear that you enjoyed your stay and were able to take advantage of the hotels ideal location.	
3171987	50011392	Location was fantastic.		80012066	I hope you will decide to stay with us again the next time you are in the area.	
3171987	50011393	Right next door to Corinthian and lots of other great bars!		80012067	Thanks again Monica Docherty General Manager	
3171987	50011394	Will be back an would recommend it to anyone who was planning on staying in Glasgow				

3213966	50011400	Great modern hotel in Belfast ---SEP---		80012078	Dear Kat H, I am delighted to read to the rooms and bar lived up to your expectations and that you recieved excellant and friendly service from all the staff.	
3213966	50011401	I was very pleased with our stay in the Fitzwilliam Hotel.		80012079	I will certainly pass on your kind words with all the team at the Fitzwilliam Hotel Belfast.	
3213966	50011402	The surroundings and the rooms were lush.		80012080	Thank you for taking the time to write such lovely feedback.	
3213966	50011403	My husband and I like to stay in nice hotels when we go away as it is our treat to ourselves and we were not disappointed.		80012081	I look forward to weloming you back to the Fitzwilliam Hotel Belfast in the not too distant future.	
3213966	50011404	The rooms are well equipped, clean and spacious.		80012082	Kindest Regards, Carolyn Matthews	
3213966	50011405	Adequate for the money we paid.				
3213966	50011406	The hotel is perfectly located with the town center and pubs/ bars within a walking distance.				
3213966	50011407	The hotel bar is quite expensive (as in any hotel) but the quality of the drinks is brilliant.				
